currTime,Roll,Pitch,Yaw
0.00,0.00,0.00, nan,-0.00, nan,
5.00,308.00,322.00,-2.73,-0.58,-1.53,
7.00,308.00,322.00,-2.73,-0.58,-1.53,
7.00,308.00,322.00,-2.73,-0.58,-1.53,
8.00,308.00,322.00,-2.73,-0.58,-1.53,
9.00,308.00,322.00,-2.73,-0.58,-1.53,
9.00,308.00,322.00,-2.73,-0.58,-1.53,
10.00,308.00,322.00,-2.73,-0.58,-1.53,
10.00,308.00,322.00,-2.73,-0.58,-1.53,
11.00,308.00,322.00,-2.73,-0.58,-1.53,
11.00,308.00,322.00,-2.73,-0.58,-1.53,
12.00,308.00,322.00,-2.73,-0.58,-1.53,
12.00,308.00,322.00,-2.73,-0.58,-1.53,
17.00,308.00,322.00,-2.73,-0.58,-1.53,
18.00,308.00,322.00,-2.73,-0.58,-1.53,
18.00,308.00,322.00,-2.73,-0.58,-1.53,
19.00,308.00,322.00,-2.73,-0.58,-1.53,
19.00,308.00,322.00,-2.73,-0.58,-1.53,
20.00,308.00,322.00,-2.73,-0.58,-1.53,
21.00,308.00,322.00,-2.73,-0.58,-1.53,
21.00,308.00,322.00,-2.73,-0.58,-1.53,
22.00,308.00,322.00,-2.73,-0.58,-1.53,
22.00,308.00,322.00,-2.73,-0.58,-1.53,
23.00,308.00,322.00,-2.73,-0.58,-1.53,
23.00,308.00,322.00,-2.73,-0.58,-1.53,
24.00,308.00,322.00,-2.73,-0.58,-1.53,
29.00,308.00,322.00,-2.73,-0.58,-1.53,
29.00,308.00,322.00,-2.73,-0.58,-1.53,
30.00,308.00,322.00,-2.73,-0.58,-1.53,
30.00,308.00,322.00,-2.73,-0.58,-1.53,
31.00,308.00,322.00,-2.73,-0.58,-1.53,
32.00,308.00,322.00,-2.73,-0.58,-1.53,
32.00,308.00,322.00,-2.73,-0.58,-1.53,
33.00,308.00,322.00,-2.73,-0.58,-1.53,
33.00,308.00,322.00,-2.73,-0.58,-1.53,
34.00,308.00,322.00,-2.73,-0.58,-1.53,
34.00,308.00,322.00,-2.73,-0.58,-1.53,
35.00,308.00,322.00,-2.73,-0.58,-1.53,
35.00,308.00,322.00,-2.73,-0.58,-1.53,
40.00,308.00,322.00,-2.73,-0.58,-1.53,
41.00,308.00,322.00,-2.73,-0.58,-1.53,
41.00,308.00,322.00,-2.73,-0.58,-1.53,
42.00,308.00,322.00,-2.73,-0.58,-1.53,
43.00,308.00,322.00,-2.73,-0.58,-1.53,
43.00,308.00,322.00,-2.73,-0.58,-1.53,
44.00,308.00,322.00,-2.73,-0.58,-1.53,
44.00,308.00,322.00,-2.73,-0.58,-1.53,
45.00,308.00,322.00,-2.73,-0.58,-1.53,
45.00,308.00,322.00,-2.73,-0.58,-1.53,
46.00,308.00,322.00,-2.73,-0.58,-1.53,
46.00,308.00,322.00,-2.73,-0.58,-1.53,
51.00,308.00,322.00,-2.73,-0.58,-1.53,
52.00,308.00,322.00,-2.73,-0.58,-1.53,
52.00,308.00,322.00,-2.73,-0.58,-1.53,
53.00,308.00,322.00,-2.73,-0.58,-1.53,
54.00,308.00,322.00,-2.73,-0.58,-1.53,
54.00,308.00,322.00,-2.73,-0.58,-1.53,
55.00,308.00,322.00,-2.73,-0.58,-1.53,
55.00,308.00,322.00,-2.73,-0.58,-1.53,
56.00,308.00,322.00,-2.73,-0.58,-1.53,
56.00,308.00,322.00,-2.73,-0.58,-1.53,
57.00,308.00,322.00,-2.73,-0.58,-1.53,
57.00,308.00,322.00,-2.73,-0.58,-1.53,
58.00,308.00,322.00,-2.73,-0.58,-1.53,
63.00,308.00,322.00,-2.73,-0.58,-1.53,
63.00,308.00,322.00,-2.73,-0.58,-1.53,
64.00,308.00,322.00,-2.73,-0.58,-1.53,
64.00,308.00,322.00,-2.73,-0.58,-1.53,
65.00,308.00,322.00,-2.73,-0.58,-1.53,
66.00,308.00,322.00,-2.73,-0.58,-1.53,
66.00,308.00,322.00,-2.73,-0.58,-1.53,
67.00,308.00,322.00,-2.73,-0.58,-1.53,
67.00,308.00,322.00,-2.73,-0.58,-1.53,
68.00,308.00,322.00,-2.73,-0.58,-1.53,
68.00,308.00,322.00,-2.73,-0.58,-1.53,
69.00,308.00,322.00,-2.73,-0.58,-1.53,
69.00,308.00,322.00,-2.73,-0.58,-1.53,
74.00,308.00,322.00,-2.73,-0.58,-1.53,
75.00,308.00,322.00,-2.73,-0.58,-1.53,
76.00,308.00,322.00,-2.73,-0.58,-1.53,
76.00,308.00,322.00,-2.73,-0.58,-1.53,
77.00,308.00,322.00,-2.73,-0.58,-1.53,
77.00,308.00,322.00,-2.73,-0.58,-1.53,
78.00,308.00,322.00,-2.73,-0.58,-1.53,
78.00,308.00,322.00,-2.73,-0.58,-1.53,
79.00,308.00,322.00,-2.73,-0.58,-1.53,
79.00,308.00,322.00,-2.73,-0.58,-1.53,
80.00,308.00,322.00,-2.73,-0.58,-1.53,
80.00,308.00,322.00,-2.73,-0.58,-1.53,
81.00,308.00,322.00,-2.73,-0.58,-1.53,
86.00,308.00,322.00,-2.73,-0.58,-1.53,
86.00,308.00,322.00,-2.73,-0.58,-1.53,
87.00,308.00,322.00,-2.73,-0.58,-1.53,
88.00,308.00,322.00,-2.73,-0.58,-1.53,
88.00,308.00,322.00,-2.73,-0.58,-1.53,
89.00,308.00,322.00,-2.73,-0.58,-1.53,
89.00,308.00,322.00,-2.73,-0.58,-1.53,
90.00,308.00,322.00,-2.73,-0.58,-1.53,
90.00,308.00,322.00,-2.73,-0.58,-1.53,
91.00,308.00,322.00,-2.73,-0.58,-1.53,
91.00,308.00,322.00,-2.73,-0.58,-1.53,
92.00,308.00,322.00,-2.73,-0.58,-1.53,
92.00,308.00,322.00,-2.73,-0.58,-1.53,
97.00,308.00,322.00,-2.73,-0.58,-1.53,
98.00,308.00,322.00,-2.73,-0.58,-1.53,
98.00,308.00,322.00,-2.73,-0.58,-1.53,
99.00,308.00,322.00,-2.73,-0.58,-1.53,
100.00,308.00,322.00,-2.73,-0.58,-1.53,
100.00,308.00,323.00,-4.27,4.70,-4.69,
101.00,308.00,323.00,-4.27,4.70,-4.69,
102.00,308.00,323.00,-4.27,4.70,-4.69,
102.00,308.00,323.00,-4.27,4.70,-4.69,
103.00,308.00,323.00,-4.27,4.70,-4.69,
103.00,308.00,323.00,-4.27,4.70,-4.69,
104.00,308.00,323.00,-4.27,4.70,-4.69,
109.00,306.00,323.00,-6.57,-1.81,-7.12,
110.00,306.00,323.00,-6.57,-1.81,-7.12,
111.00,306.00,323.00,-6.57,-1.81,-7.12,
111.00,306.00,323.00,-6.57,-1.81,-7.12,
112.00,306.00,323.00,-6.57,-1.81,-7.12,
112.00,306.00,323.00,-6.57,-1.81,-7.12,
113.00,306.00,323.00,-6.57,-1.81,-7.12,
113.00,306.00,323.00,-6.57,-1.81,-7.12,
114.00,306.00,323.00,-6.57,-1.81,-7.12,
114.00,306.00,323.00,-6.57,-1.81,-7.12,
115.00,306.00,323.00,-6.57,-1.81,-7.12,
115.00,306.00,323.00,-6.57,-1.81,-7.12,
116.00,306.00,323.00,-6.57,-1.81,-7.12,
121.00,306.00,323.00,-6.57,-1.81,-7.12,
122.00,306.00,323.00,-6.57,-1.81,-7.12,
122.00,306.00,323.00,-6.57,-1.81,-7.12,
123.00,306.00,323.00,-6.57,-1.81,-7.12,
123.00,306.00,323.00,-6.57,-1.81,-7.12,
124.00,306.00,323.00,-6.57,-1.81,-7.12,
124.00,306.00,323.00,-6.57,-1.81,-7.12,
125.00,306.00,323.00,-6.57,-1.81,-7.12,
125.00,306.00,323.00,-6.57,-1.81,-7.12,
126.00,306.00,323.00,-6.57,-1.81,-7.12,
126.00,306.00,323.00,-6.57,-1.81,-7.12,
127.00,306.00,323.00,-6.57,-1.81,-7.12,
132.00,306.00,323.00,-6.57,-1.81,-7.12,
133.00,306.00,323.00,-6.57,-1.81,-7.12,
133.00,306.00,323.00,-6.57,-1.81,-7.12,
134.00,306.00,323.00,-6.57,-1.81,-7.12,
134.00,306.00,323.00,-6.57,-1.81,-7.12,
135.00,306.00,323.00,-6.57,-1.81,-7.12,
135.00,306.00,323.00,-6.57,-1.81,-7.12,
136.00,306.00,323.00,-6.57,-1.81,-7.12,
136.00,306.00,323.00,-6.57,-1.81,-7.12,
137.00,306.00,323.00,-6.57,-1.81,-7.12,
137.00,306.00,323.00,-6.57,-1.81,-7.12,
138.00,306.00,323.00,-6.57,-1.81,-7.12,
139.00,306.00,323.00,-6.57,-1.81,-7.12,
144.00,306.00,323.00,-6.57,-1.81,-7.12,
144.00,306.00,323.00,-6.57,-1.81,-7.12,
145.00,306.00,323.00,-6.57,-1.81,-7.12,
145.00,306.00,323.00,-6.57,-1.81,-7.12,
146.00,306.00,323.00,-6.57,-1.81,-7.12,
146.00,306.00,323.00,-6.57,-1.81,-7.12,
147.00,306.00,323.00,-6.57,-1.81,-7.12,
147.00,306.00,323.00,-6.57,-1.81,-7.12,
148.00,306.00,323.00,-6.57,-1.81,-7.12,
148.00,306.00,323.00,-6.57,-1.81,-7.12,
149.00,306.00,323.00,-6.57,-1.81,-7.12,
150.00,306.00,323.00,-6.57,-1.81,-7.12,
